BlockNumber,StreetName,Street_Address,helper,State,City
2300.0,GLENN CT,2300 GLENN CT,keep,Virginia,Charlottesville
500.0,12TH ST NW,500 12TH ST NW,keep,Virginia,Charlottesville
,CABELL AVE / STEWART CIR,CABELL AVE / STEWART CIR,drop,Virginia,Charlottesville
1300.0,"CARLTON AVE, 210","1300 CARLTON AVE, 210",keep,Virginia,Charlottesville
,EMMET ST N @ 250 BYPASS,EMMET ST N @ 250 BYPASS,drop,Virginia,Charlottesville
100.0,4TH ST NW,100 4TH ST NW,keep,Virginia,Charlottesville
100.0,HARTMANS MILL RD,100 HARTMANS MILL RD,keep,Virginia,Charlottesville
1100.0,"E HIGH ST, P","1100 E HIGH ST, P",keep,Virginia,Charlottesville
1900.0,"ARLINGTON BLVD, B","1900 ARLINGTON BLVD, B",keep,Virginia,Charlottesville
500.0,CAROLINE AVE,500 CAROLINE AVE,keep,Virginia,Charlottesville
400.0,10 1/2 ST NW,400 10 1/2 ST NW,keep,Virginia,Charlottesville
,CABELL AVE,CABELL AVE,drop,Virginia,Charlottesville
400.0,HILLSDALE DR,400 HILLSDALE DR,keep,Virginia,Charlottesville
600.0,"RUGBY RD, 220","600 RUGBY RD, 220",keep,Virginia,Charlottesville
600.0,NORTH AVE,600 NORTH AVE,keep,Virginia,Charlottesville
,6TH ST SE / ELLIOTT AVE,6TH ST SE / ELLIOTT AVE,drop,Virginia,Charlottesville
900.0,ELLIOTT AVE,900 ELLIOTT AVE,keep,Virginia,Charlottesville
800.0,RIDGE ST,800 RIDGE ST,keep,Virginia,Charlottesville
700.0,"PROSPECT AVE, E","700 PROSPECT AVE, E",keep,Virginia,Charlottesville
1300.0,"BELLEVIEW AVE, 2099","1300 BELLEVIEW AVE, 2099",keep,Virginia,Charlottesville
800.0,HARDY DR,800 HARDY DR,keep,Virginia,Charlottesville
1000.0,"1ST ST S, 202","1000 1ST ST S, 202",keep,Virginia,Charlottesville
1700.0,BROADWAY ST,1700 BROADWAY ST,keep,Virginia,Charlottesville
800.0,"HARDY DR, E","800 HARDY DR, E",keep,Virginia,Charlottesville
1200.0,"EMMET ST N, 110","1200 EMMET ST N, 110",keep,Virginia,Charlottesville
400.0,E HIGH ST,400 E HIGH ST,keep,Virginia,Charlottesville
1500.0,E HIGH ST,1500 E HIGH ST,keep,Virginia,Charlottesville
100.0,MEADE AVE,100 MEADE AVE,keep,Virginia,Charlottesville
500.0,"HARRIS RD, 102","500 HARRIS RD, 102",keep,Virginia,Charlottesville
200.0,W MARKET ST,200 W MARKET ST,keep,Virginia,Charlottesville
1400.0,PEN PARK RD,1400 PEN PARK RD,keep,Virginia,Charlottesville
2000.0,HOLIDAY DR,2000 HOLIDAY DR,keep,Virginia,Charlottesville
300.0,MONTEBELLO CIR,300 MONTEBELLO CIR,keep,Virginia,Charlottesville
1400.0,"BURGESS LN, B","1400 BURGESS LN, B",keep,Virginia,Charlottesville
300.0,11TH ST NW,300 11TH ST NW,keep,Virginia,Charlottesville
300.0,VALLEY RD,300 VALLEY RD,keep,Virginia,Charlottesville
500.0,PRESTON AVE,500 PRESTON AVE,keep,Virginia,Charlottesville
700.0,BELMONT AVE,700 BELMONT AVE,keep,Virginia,Charlottesville
1600.0,MERIDIAN ST,1600 MERIDIAN ST,keep,Virginia,Charlottesville
1500.0,ROSA TER,1500 ROSA TER,keep,Virginia,Charlottesville
600.0,"6TH ST SE, 120","600 6TH ST SE, 120",keep,Virginia,Charlottesville
2100.0,"MICHIE DR, 37B","2100 MICHIE DR, 37B",keep,Virginia,Charlottesville
700.0,"PROSPECT AVE, D","700 PROSPECT AVE, D",keep,Virginia,Charlottesville
100.0,2ND ST NE,100 2ND ST NE,keep,Virginia,Charlottesville
1400.0,BURGESS LN,1400 BURGESS LN,keep,Virginia,Charlottesville
,EMMET ST N @ BARRACKS RD,EMMET ST N @ BARRACKS RD,drop,Virginia,Charlottesville
400.0,EMMET ST N,400 EMMET ST N,keep,Virginia,Charlottesville
1400.0,"VINE ST, B1","1400 VINE ST, B1",keep,Virginia,Charlottesville
,E WATER ST / 4TH ST SE,E WATER ST / 4TH ST SE,drop,Virginia,Charlottesville
1500.0,ROSE HILL DR,1500 ROSE HILL DR,keep,Virginia,Charlottesville
1100.0,"E JEFFERSON ST, 3","1100 E JEFFERSON ST, 3",keep,Virginia,Charlottesville
400.0,"GARRETT ST, G","400 GARRETT ST, G",keep,Virginia,Charlottesville
1300.0,"CARLTON AVE, 201","1300 CARLTON AVE, 201",keep,Virginia,Charlottesville
2300.0,DELLMEAD LN,2300 DELLMEAD LN,keep,Virginia,Charlottesville
1500.0,"ANTOINETTE AVE, B","1500 ANTOINETTE AVE, B",keep,Virginia,Charlottesville
100.0,ALDERMAN RD,100 ALDERMAN RD,keep,Virginia,Charlottesville
100.0,14TH ST NW,100 14TH ST NW,keep,Virginia,Charlottesville
1900.0,THOMSON RD,1900 THOMSON RD,keep,Virginia,Charlottesville
600.0,"MADISON AVE, E","600 MADISON AVE, E",keep,Virginia,Charlottesville
1000.0,"ALTAVISTA AVE, B","1000 ALTAVISTA AVE, B",keep,Virginia,Charlottesville
300.0,QUARRY RD,300 QUARRY RD,keep,Virginia,Charlottesville
300.0,"7 1/2 ST SW, B","300 7 1/2 ST SW, B",keep,Virginia,Charlottesville
600.0,"DALE AVE, A","600 DALE AVE, A",keep,Virginia,Charlottesville
300.0,E WATER ST,300 E WATER ST,keep,Virginia,Charlottesville
500.0,E JEFFERSON ST,500 E JEFFERSON ST,keep,Virginia,Charlottesville
1300.0,HAMPTON ST,1300 HAMPTON ST,keep,Virginia,Charlottesville
,6TH ST SE / BOLLING AVE,6TH ST SE / BOLLING AVE,drop,Virginia,Charlottesville
100.0,WATERBURY CT,100 WATERBURY CT,keep,Virginia,Charlottesville
1100.0,LEONARD ST,1100 LEONARD ST,keep,Virginia,Charlottesville
700.0,"FRANKLIN ST, A2","700 FRANKLIN ST, A2",keep,Virginia,Charlottesville
700.0,"1ST ST S, 1","700 1ST ST S, 1",keep,Virginia,Charlottesville
200.0,15TH ST NW,200 15TH ST NW,keep,Virginia,Charlottesville
,FONTAINE AVE / SUMMIT ST,FONTAINE AVE / SUMMIT ST,drop,Virginia,Charlottesville
500.0,17TH ST NW,500 17TH ST NW,keep,Virginia,Charlottesville
4000.0,"CITY WALK WAY, 240","4000 CITY WALK WAY, 240",keep,Virginia,Charlottesville
700.0,"PROSPECT AVE, C","700 PROSPECT AVE, C",keep,Virginia,Charlottesville
1600.0,CHERRY AVE,1600 CHERRY AVE,keep,Virginia,Charlottesville
500.0,MONTICELLO AVE,500 MONTICELLO AVE,keep,Virginia,Charlottesville
2400.0,"JEFFERSON PARK AVE, B","2400 JEFFERSON PARK AVE, B",keep,Virginia,Charlottesville
400.0,"GARRETT ST, D","400 GARRETT ST, D",keep,Virginia,Charlottesville
1400.0,AVON ST,1400 AVON ST,keep,Virginia,Charlottesville
2000.0,"HOLIDAY DR, 115","2000 HOLIDAY DR, 115",keep,Virginia,Charlottesville
800.0,CHERRY AVE,800 CHERRY AVE,keep,Virginia,Charlottesville
1500.0,MIDLAND ST,1500 MIDLAND ST,keep,Virginia,Charlottesville
500.0,"1ST ST S, 409","500 1ST ST S, 409",keep,Virginia,Charlottesville
900.0,2ND ST SE,900 2ND ST SE,keep,Virginia,Charlottesville
400.0,ALTAMONT ST,400 ALTAMONT ST,keep,Virginia,Charlottesville
700.0,MAPLE ST,700 MAPLE ST,keep,Virginia,Charlottesville
1000.0,RAYON ST,1000 RAYON ST,keep,Virginia,Charlottesville
,10TH ST NW / W MAIN ST,10TH ST NW / W MAIN ST,drop,Virginia,Charlottesville
1200.0,"WERTLAND ST, A34","1200 WERTLAND ST, A34",keep,Virginia,Charlottesville
500.0,RUGBY RD,500 RUGBY RD,keep,Virginia,Charlottesville
300.0,14TH ST NW,300 14TH ST NW,keep,Virginia,Charlottesville
1400.0,FOREST RIDGE RD,1400 FOREST RIDGE RD,keep,Virginia,Charlottesville
700.0,NASSAU ST,700 NASSAU ST,keep,Virginia,Charlottesville
300.0,4TH ST NE,300 4TH ST NE,keep,Virginia,Charlottesville
600.0,MCINTIRE RD,600 MCINTIRE RD,keep,Virginia,Charlottesville
,2ND ST SE / ELLIOTT AVE,2ND ST SE / ELLIOTT AVE,drop,Virginia,Charlottesville
1400.0,MONTICELLO RD,1400 MONTICELLO RD,keep,Virginia,Charlottesville
400.0,"17TH ST NW, 103","400 17TH ST NW, 103",keep,Virginia,Charlottesville
700.0,"MADISON AVE, C","700 MADISON AVE, C",keep,Virginia,Charlottesville
900.0,5TH ST SW,900 5TH ST SW,keep,Virginia,Charlottesville
1000.0,6TH ST SE,1000 6TH ST SE,keep,Virginia,Charlottesville
1100.0,MILLMONT ST,1100 MILLMONT ST,keep,Virginia,Charlottesville
,E MARKET ST / 7TH ST NE,E MARKET ST / 7TH ST NE,drop,Virginia,Charlottesville
1600.0,CENTER AVE,1600 CENTER AVE,keep,Virginia,Charlottesville
700.0,PARK ST,700 PARK ST,keep,Virginia,Charlottesville
,CHERRY AVE @ RIDGE ST,CHERRY AVE @ RIDGE ST,drop,Virginia,Charlottesville
900.0,"HENRY AVE, A","900 HENRY AVE, A",keep,Virginia,Charlottesville
900.0,HARRIS ST,900 HARRIS ST,keep,Virginia,Charlottesville
400.0,BYPASS 250,400 BYPASS 250,keep,Virginia,Charlottesville
900.0,FOREST ST,900 FOREST ST,keep,Virginia,Charlottesville
1400.0,MELBOURNE RD,1400 MELBOURNE RD,keep,Virginia,Charlottesville
800.0,WEST ST,800 WEST ST,keep,Virginia,Charlottesville
,CLEVELAND AVE / CHERRY AVE,CLEVELAND AVE / CHERRY AVE,drop,Virginia,Charlottesville
100.0,UNIVERSITY AVE,100 UNIVERSITY AVE,keep,Virginia,Charlottesville
700.0,"PROSPECT AVE, B","700 PROSPECT AVE, B",keep,Virginia,Charlottesville
500.0,CLEVELAND AVE,500 CLEVELAND AVE,keep,Virginia,Charlottesville
400.0,"5TH ST SW, B","400 5TH ST SW, B",keep,Virginia,Charlottesville
100.0,HAMMOND ST,100 HAMMOND ST,keep,Virginia,Charlottesville
900.0,RUGBY RD,900 RUGBY RD,keep,Virginia,Charlottesville
1400.0,"MONTICELLO RD, 205","1400 MONTICELLO RD, 205",keep,Virginia,Charlottesville
4000.0,"CITY WALK WAY, 419","4000 CITY WALK WAY, 419",keep,Virginia,Charlottesville
2100.0,"MICHIE DR, 23B","2100 MICHIE DR, 23B",keep,Virginia,Charlottesville
1100.0,"MILLMONT ST, 337","1100 MILLMONT ST, 337",keep,Virginia,Charlottesville
,MONTICELLO AVE / 6TH ST SE,MONTICELLO AVE / 6TH ST SE,drop,Virginia,Charlottesville
300.0,"2ND ST SE, 112","300 2ND ST SE, 112",keep,Virginia,Charlottesville
1200.0,WERTLAND ST,1200 WERTLAND ST,keep,Virginia,Charlottesville
,1ST ST N / E JEFFERSON ST,1ST ST N / E JEFFERSON ST,drop,Virginia,Charlottesville
1000.0,"MONTROSE AVE, B","1000 MONTROSE AVE, B",keep,Virginia,Charlottesville
2100.0,ARLINGTON BLVD,2100 ARLINGTON BLVD,keep,Virginia,Charlottesville
800.0,"W MAIN ST, 401","800 W MAIN ST, 401",keep,Virginia,Charlottesville
,LOCUST LN / MEGAN CT,LOCUST LN / MEGAN CT,drop,Virginia,Charlottesville
1200.0,"CHERRY AVE, A","1200 CHERRY AVE, A",keep,Virginia,Charlottesville
300.0,3RD ST NE,300 3RD ST NE,keep,Virginia,Charlottesville
,W MAIN ST / W WATER ST,W MAIN ST / W WATER ST,drop,Virginia,Charlottesville
400.0,MONROE LN,400 MONROE LN,keep,Virginia,Charlottesville
100.0,"W MAIN ST, 1","100 W MAIN ST, 1",keep,Virginia,Charlottesville
700.0,BOLLING AVE,700 BOLLING AVE,keep,Virginia,Charlottesville
,CARLTON AVE / BROADWAY ST,CARLTON AVE / BROADWAY ST,drop,Virginia,Charlottesville
2000.0,"HOLIDAY DR, 120","2000 HOLIDAY DR, 120",keep,Virginia,Charlottesville
,RUGBY RD / BARRACKS RD,RUGBY RD / BARRACKS RD,drop,Virginia,Charlottesville
1300.0,"CARLTON AVE, 107","1300 CARLTON AVE, 107",keep,Virginia,Charlottesville
1300.0,"CARLTON AVE, 311","1300 CARLTON AVE, 311",keep,Virginia,Charlottesville
1700.0,"ALLIED ST, 2-B","1700 ALLIED ST, 2-B",keep,Virginia,Charlottesville
400.0,"17TH ST NW, 1","400 17TH ST NW, 1",keep,Virginia,Charlottesville
,9TH ST SW / ROOSEVELT BROWN BLVD,9TH ST SW / ROOSEVELT BROWN BLVD,drop,Virginia,Charlottesville
,ELLIEWOOD AVE / UNIVERSITY AVE,ELLIEWOOD AVE / UNIVERSITY AVE,drop,Virginia,Charlottesville
,ELLIEWOOD AVE,ELLIEWOOD AVE,drop,Virginia,Charlottesville
,DRUID AVE / AVON ST,DRUID AVE / AVON ST,drop,Virginia,Charlottesville
1000.0,"EMMET ST N, B","1000 EMMET ST N, B",keep,Virginia,Charlottesville
,UNIVERSITY AVE,UNIVERSITY AVE,drop,Virginia,Charlottesville
400.0,14TH ST NW,400 14TH ST NW,keep,Virginia,Charlottesville
1800.0,"LAMBETH LN, 3","1800 LAMBETH LN, 3",keep,Virginia,Charlottesville
200.0,6TH ST NW,200 6TH ST NW,keep,Virginia,Charlottesville
1600.0,UNIVERSITY AVE,1600 UNIVERSITY AVE,keep,Virginia,Charlottesville
900.0,"EMMET ST N, A","900 EMMET ST N, A",keep,Virginia,Charlottesville
400.0,"CHERRY AVE, PH2","400 CHERRY AVE, PH2",keep,Virginia,Charlottesville
1200.0,CHERRY AVE,1200 CHERRY AVE,keep,Virginia,Charlottesville
,7TH ST NW / W MAIN ST,7TH ST NW / W MAIN ST,drop,Virginia,Charlottesville
1200.0,"WERTLAND ST, 2","1200 WERTLAND ST, 2",keep,Virginia,Charlottesville
1400.0,"MONTICELLO RD, 100","1400 MONTICELLO RD, 100",keep,Virginia,Charlottesville
1400.0,HAMPTON ST,1400 HAMPTON ST,keep,Virginia,Charlottesville
1200.0,"EMMET ST N, 140","1200 EMMET ST N, 140",keep,Virginia,Charlottesville
500.0,"RIDGE ST, 508","500 RIDGE ST, 508",keep,Virginia,Charlottesville
1000.0,"CHERRY AVE, A","1000 CHERRY AVE, A",keep,Virginia,Charlottesville
1100.0,"PRESTON AVE, B","1100 PRESTON AVE, B",keep,Virginia,Charlottesville
100.0,"GOODMAN ST, A","100 GOODMAN ST, A",keep,Virginia,Charlottesville
2000.0,"INDIA RD, 117","2000 INDIA RD, 117",keep,Virginia,Charlottesville
1100.0,"MILLMONT ST, 110","1100 MILLMONT ST, 110",keep,Virginia,Charlottesville
700.0,"NALLE ST, 3","700 NALLE ST, 3",keep,Virginia,Charlottesville
,BARRACKS RD @ EMMET ST,BARRACKS RD @ EMMET ST,drop,Virginia,Charlottesville
200.0,SHAMROCK RD,200 SHAMROCK RD,keep,Virginia,Charlottesville
1300.0,"BELLEVIEW AVE, B","1300 BELLEVIEW AVE, B",keep,Virginia,Charlottesville
500.0,"HARRIS RD, 106","500 HARRIS RD, 106",keep,Virginia,Charlottesville
400.0,W MAIN ST,400 W MAIN ST,keep,Virginia,Charlottesville
200.0,ROBERTSON AVE,200 ROBERTSON AVE,keep,Virginia,Charlottesville
1300.0,"CARLTON AVE, 301","1300 CARLTON AVE, 301",keep,Virginia,Charlottesville
400.0,"MONROE LN, 406","400 MONROE LN, 406",keep,Virginia,Charlottesville
900.0,"ELLIOTT AVE, A","900 ELLIOTT AVE, A",keep,Virginia,Charlottesville
,W MAIN ST / 9TH ST SW,W MAIN ST / 9TH ST SW,drop,Virginia,Charlottesville
,MCINTIRE RD @ PERRY DR,MCINTIRE RD @ PERRY DR,drop,Virginia,Charlottesville
1200.0,LITTLE HIGH ST,1200 LITTLE HIGH ST,keep,Virginia,Charlottesville
1200.0,"EMMET ST N, 120","1200 EMMET ST N, 120",keep,Virginia,Charlottesville
1000.0,"WERTLAND ST, 16","1000 WERTLAND ST, 16",keep,Virginia,Charlottesville
900.0,BLENHEIM AVE,900 BLENHEIM AVE,keep,Virginia,Charlottesville
,4TH ST SE / E MAIN ST,4TH ST SE / E MAIN ST,drop,Virginia,Charlottesville
400.0,"11TH ST NE, C14","400 11TH ST NE, C14",keep,Virginia,Charlottesville
400.0,"MONROE LN, 103","400 MONROE LN, 103",keep,Virginia,Charlottesville
100.0,UNIVERSITY CIR,100 UNIVERSITY CIR,keep,Virginia,Charlottesville
100.0,STRIBLING AVE,100 STRIBLING AVE,keep,Virginia,Charlottesville
1500.0,ANTOINETTE AVE,1500 ANTOINETTE AVE,keep,Virginia,Charlottesville
100.0,CHANCELLOR ST,100 CHANCELLOR ST,keep,Virginia,Charlottesville
1700.0,EMMET ST N,1700 EMMET ST N,keep,Virginia,Charlottesville
200.0,9TH ST NW,200 9TH ST NW,keep,Virginia,Charlottesville
500.0,9TH ST SW,500 9TH ST SW,keep,Virginia,Charlottesville
500.0,E WATER ST,500 E WATER ST,keep,Virginia,Charlottesville
,JEFFERSON PARK AVE / SUNSET AVE,JEFFERSON PARK AVE / SUNSET AVE,drop,Virginia,Charlottesville
200.0,FLORENCE RD,200 FLORENCE RD,keep,Virginia,Charlottesville
1700.0,ALLIED LN,1700 ALLIED LN,keep,Virginia,Charlottesville
400.0,"GARRETT ST, B","400 GARRETT ST, B",keep,Virginia,Charlottesville
,4TH ST NE / E MARKET ST,4TH ST NE / E MARKET ST,drop,Virginia,Charlottesville
,E MARKET ST / 1ST ST N,E MARKET ST / 1ST ST N,drop,Virginia,Charlottesville
1600.0,"UNIVERSITY AVE AVE, Park Lot","1600 UNIVERSITY AVE AVE, Park Lot",keep,Virginia,Charlottesville
,UNIVERSITY AVENUE RD,UNIVERSITY AVENUE RD,drop,Virginia,Charlottesville
600.0,BELMONT AVE,600 BELMONT AVE,keep,Virginia,Charlottesville
300.0,"15TH ST NW, 2039","300 15TH ST NW, 2039",keep,Virginia,Charlottesville
100.0,"KENT TER, 3","100 KENT TER, 3",keep,Virginia,Charlottesville
,ELLIOTT AVE / 1ST ST S,ELLIOTT AVE / 1ST ST S,drop,Virginia,Charlottesville
2200.0,"FONTAINE AVE, B","2200 FONTAINE AVE, B",keep,Virginia,Charlottesville
100.0,10 1/2 ST NW,100 10 1/2 ST NW,keep,Virginia,Charlottesville
1500.0,UNIVERSITY AVE,1500 UNIVERSITY AVE,keep,Virginia,Charlottesville
100.0,"14TH ST NW, 2","100 14TH ST NW, 2",keep,Virginia,Charlottesville
900.0,E HIGH ST,900 E HIGH ST,keep,Virginia,Charlottesville
600.0,BAILEY RD,600 BAILEY RD,keep,Virginia,Charlottesville
,2ND ST NE / E JEFFERSON ST,2ND ST NE / E JEFFERSON ST,drop,Virginia,Charlottesville
100.0,BURNET ST,100 BURNET ST,keep,Virginia,Charlottesville
2100.0,WISE ST,2100 WISE ST,keep,Virginia,Charlottesville
100.0,GREENWICH CT,100 GREENWICH CT,keep,Virginia,Charlottesville
800.0,RIVES ST,800 RIVES ST,keep,Virginia,Charlottesville
600.0,"BOLLING AVE, A","600 BOLLING AVE, A",keep,Virginia,Charlottesville
100.0,9TH ST SE,100 9TH ST SE,keep,Virginia,Charlottesville
700.0,RAINIER RD,700 RAINIER RD,keep,Virginia,Charlottesville
1300.0,BELLEVIEW AVE,1300 BELLEVIEW AVE,keep,Virginia,Charlottesville
1000.0,"CITY WALK WAY, 105","1000 CITY WALK WAY, 105",keep,Virginia,Charlottesville
1000.0,COTTONWOOD RD,1000 COTTONWOOD RD,keep,Virginia,Charlottesville
1300.0,WERTLAND ST,1300 WERTLAND ST,keep,Virginia,Charlottesville
1100.0,RIVER RD,1100 RIVER RD,keep,Virginia,Charlottesville
1400.0,GORDON AVE,1400 GORDON AVE,keep,Virginia,Charlottesville
,ROOSEVELT BROWN BLVD / LEE ST,ROOSEVELT BROWN BLVD / LEE ST,drop,Virginia,Charlottesville
700.0,GROVE AVE,700 GROVE AVE,keep,Virginia,Charlottesville
1200.0,MERIWETHER ST,1200 MERIWETHER ST,keep,Virginia,Charlottesville
,1ST ST N / E MARKET ST,1ST ST N / E MARKET ST,drop,Virginia,Charlottesville
200.0,HUNTLEY AVE,200 HUNTLEY AVE,keep,Virginia,Charlottesville
1600.0,"GRADY AVE, A","1600 GRADY AVE, A",keep,Virginia,Charlottesville
1200.0,W MAIN ST,1200 W MAIN ST,keep,Virginia,Charlottesville
400.0,"FAIRWAY AVE, A","400 FAIRWAY AVE, A",keep,Virginia,Charlottesville
400.0,"11TH ST NE, 17","400 11TH ST NE, 17",keep,Virginia,Charlottesville
100.0,CAMELIA DR,100 CAMELIA DR,keep,Virginia,Charlottesville
,RIDGE ST @ W MAIN ST,RIDGE ST @ W MAIN ST,drop,Virginia,Charlottesville
2300.0,"CRESTMONT AVE, A","2300 CRESTMONT AVE, A",keep,Virginia,Charlottesville
800.0,ST CHARLES AVE,800 ST CHARLES AVE,keep,Virginia,Charlottesville
,HYDRAULIC RD @ 250 BYPASS W,HYDRAULIC RD @ 250 BYPASS W,drop,Virginia,Charlottesville
500.0,"1ST ST S, 714","500 1ST ST S, 714",keep,Virginia,Charlottesville
500.0,MEADE AVE,500 MEADE AVE,keep,Virginia,Charlottesville
1500.0,VIRGINIA AVE,1500 VIRGINIA AVE,keep,Virginia,Charlottesville
1100.0,PRESTON AVE,1100 PRESTON AVE,keep,Virginia,Charlottesville
2000.0,"HOLIDAY DR, 245","2000 HOLIDAY DR, 245",keep,Virginia,Charlottesville
200.0,"15TH ST NW, 301","200 15TH ST NW, 301",keep,Virginia,Charlottesville
,MAPLE ST,MAPLE ST,drop,Virginia,Charlottesville
1000.0,"WERTLAND ST, 3B","1000 WERTLAND ST, 3B",keep,Virginia,Charlottesville
1000.0,E WATER ST,1000 E WATER ST,keep,Virginia,Charlottesville
2200.0,JEFFERSON PARK AVE,2200 JEFFERSON PARK AVE,keep,Virginia,Charlottesville
1000.0,ST CHARLES AVE,1000 ST CHARLES AVE,keep,Virginia,Charlottesville
100.0,KENT TER,100 KENT TER,keep,Virginia,Charlottesville
1700.0,CONCORD DR,1700 CONCORD DR,keep,Virginia,Charlottesville
1500.0,CHESAPEAKE ST,1500 CHESAPEAKE ST,keep,Virginia,Charlottesville
900.0,ANDERSON ST,900 ANDERSON ST,keep,Virginia,Charlottesville
1200.0,"COLEMAN CT, B","1200 COLEMAN CT, B",keep,Virginia,Charlottesville
200.0,7TH ST NE,200 7TH ST NE,keep,Virginia,Charlottesville
400.0,MCINTIRE RD,400 MCINTIRE RD,keep,Virginia,Charlottesville
200.0,"14TH ST NW, 210","200 14TH ST NW, 210",keep,Virginia,Charlottesville
500.0,"1ST ST S, 612","500 1ST ST S, 612",keep,Virginia,Charlottesville
300.0,"ROBERTSON AVE, B","300 ROBERTSON AVE, B",keep,Virginia,Charlottesville
100.0,"MELBOURNE PARK CIR, E","100 MELBOURNE PARK CIR, E",keep,Virginia,Charlottesville
900.0,MONTICELLO AVE,900 MONTICELLO AVE,keep,Virginia,Charlottesville
200.0,BURNET ST,200 BURNET ST,keep,Virginia,Charlottesville
500.0,2ND ST SE,500 2ND ST SE,keep,Virginia,Charlottesville
200.0,SPRUCE ST,200 SPRUCE ST,keep,Virginia,Charlottesville
2400.0,SUNSET RD,2400 SUNSET RD,keep,Virginia,Charlottesville
1200.0,LANDONIA CIR,1200 LANDONIA CIR,keep,Virginia,Charlottesville
2400.0,"ARLINGTON BLVD, 67","2400 ARLINGTON BLVD, 67",keep,Virginia,Charlottesville
100.0,"LANKFORD AVE, 1","100 LANKFORD AVE, 1",keep,Virginia,Charlottesville
,9TH ST NE / E HIGH ST,9TH ST NE / E HIGH ST,drop,Virginia,Charlottesville
2500.0,WOODLAND DR,2500 WOODLAND DR,keep,Virginia,Charlottesville
300.0,"15TH ST NW, 1006","300 15TH ST NW, 1006",keep,Virginia,Charlottesville
200.0,5TH ST NW,200 5TH ST NW,keep,Virginia,Charlottesville
700.0,LEVY AVE,700 LEVY AVE,keep,Virginia,Charlottesville
1300.0,"BELLEVIEW AVE, 1084","1300 BELLEVIEW AVE, 1084",keep,Virginia,Charlottesville
1000.0,"1ST ST S, 203","1000 1ST ST S, 203",keep,Virginia,Charlottesville
1600.0,"EMMET ST N, 337","1600 EMMET ST N, 337",keep,Virginia,Charlottesville
1600.0,"EMMET ST N, 328","1600 EMMET ST N, 328",keep,Virginia,Charlottesville
700.0,"PROSPECT AVE, A","700 PROSPECT AVE, A",keep,Virginia,Charlottesville
2100.0,MICHIE DR,2100 MICHIE DR,keep,Virginia,Charlottesville
1000.0,"1ST ST S, 204","1000 1ST ST S, 204",keep,Virginia,Charlottesville
600.0,"RIDGE ST, C","600 RIDGE ST, C",keep,Virginia,Charlottesville
1100.0,LITTLE HIGH ST,1100 LITTLE HIGH ST,keep,Virginia,Charlottesville
1000.0,ELLIOTT AVE,1000 ELLIOTT AVE,keep,Virginia,Charlottesville
1300.0,LONG ST,1300 LONG ST,keep,Virginia,Charlottesville
100.0,LONGWOOD DR,100 LONGWOOD DR,keep,Virginia,Charlottesville
1500.0,"CARLTON AVE, 17","1500 CARLTON AVE, 17",keep,Virginia,Charlottesville
100.0,"CARLTON RD, A","100 CARLTON RD, A",keep,Virginia,Charlottesville
1300.0,"CARLTON AVE, 202","1300 CARLTON AVE, 202",keep,Virginia,Charlottesville
100.0,OLD FIFTH CIR,100 OLD FIFTH CIR,keep,Virginia,Charlottesville
,AVON STREET EXT / WOOD DUCK PL,AVON STREET EXT / WOOD DUCK PL,drop,Virginia,Charlottesville
400.0,12TH ST NW,400 12TH ST NW,keep,Virginia,Charlottesville
,BARRACKS RD @ CEDARS CT,BARRACKS RD @ CEDARS CT,drop,Virginia,Charlottesville
400.0,"10TH ST NW, 420","400 10TH ST NW, 420",keep,Virginia,Charlottesville
1200.0,"WERTLAND ST, 7","1200 WERTLAND ST, 7",keep,Virginia,Charlottesville
1300.0,"CARLTON AVE, 110","1300 CARLTON AVE, 110",keep,Virginia,Charlottesville
700.0,"HARRIS ST, 104","700 HARRIS ST, 104",keep,Virginia,Charlottesville
1300.0,KENWOOD LN,1300 KENWOOD LN,keep,Virginia,Charlottesville
300.0,CLEVELAND AVE,300 CLEVELAND AVE,keep,Virginia,Charlottesville
800.0,EMMET ST N,800 EMMET ST N,keep,Virginia,Charlottesville
1400.0,CHERRY AVE,1400 CHERRY AVE,keep,Virginia,Charlottesville
400.0,"11TH ST NE, B10","400 11TH ST NE, B10",keep,Virginia,Charlottesville
200.0,MASSIE RD,200 MASSIE RD,keep,Virginia,Charlottesville
100.0,2ND ST NW,100 2ND ST NW,keep,Virginia,Charlottesville
800.0,E JEFFERSON ST,800 E JEFFERSON ST,keep,Virginia,Charlottesville
600.0,BEECHWOOD DR,600 BEECHWOOD DR,keep,Virginia,Charlottesville
300.0,10 1/2 ST NW,300 10 1/2 ST NW,keep,Virginia,Charlottesville
